Region,Chr,Start,End,FG1,FG2,FG3,FG4,FG5,FG6,FL
FG-dDMR_only,10,15991568,15992011,29.8764124,73.75889931,78.22928277,63.98622981,59.76299068,79.93300722,0
FG-dDMR_only,10,16003796,16003950,0,1.71532324,3.626523043,1.773290433,0.891984936,4.459781519,0
FG-dDMR_only,10,16208914,16209034,0.347400144,0.85766162,0,0.591096811,0.148664156,0.686120234,0
FG-dDMR_only,10,17033162,17033405,0,0,0,0,0,0,0
FG-dDMR_only,10,18046109,18046282,1.042200433,0.42883081,0.51807472,0.147774203,0.148664156,0.514590175,0
FG-dDMR_only,10,18101625,18101816,1.737000721,1.28649243,0.51807472,1.329967825,0.297328312,1.543770526,0
FG-dDMR_only,10,18561923,18562175,0,0,0,0,0,0,0
FG-dDMR_only,10,18632473,18632641,0,0,0.777112081,0.147774203,0,0,0
FG-dDMR_only,10,19698083,19698409,1.042200433,0,0.51807472,0.591096811,0,0.514590175,0.934610884
FG-dDMR_only,10,19941400,19941637,0,0,0,0,0,0,0
FG-dDMR_only,10,20291444,20292459,0,0,0,0.295548406,0,0,0
FG-dDMR_only,10,20762314,20762534,7.642803172,23.58569455,38.33752931,25.12161447,27.80019716,35.67825215,0
FG-dDMR_only,10,20778821,20779263,15.28560634,52.74618962,163.7116116,323.4777299,268.6361298,338.0857451,1.869221768
FG-dDMR_only,10,21828000,21828272,0,0,0,0.147774203,0.148664156,0.171530058,0
FG-dDMR_only,10,22689537,22689741,0,0,0,0,0,0,0
FG-dDMR_only,10,22690214,22690439,0,0,0.51807472,0.147774203,0.148664156,0.171530058,1.869221768
FG-dDMR_only,11,569051,569549,0.694800288,1.71532324,0.25903736,0.147774203,0.594656624,0.686120234,0.934610884
FG-dDMR_only,11,1200547,1200636,0,1.28649243,0.51807472,0,0,0,0
FG-dDMR_only,11,1713743,1714360,1.737000721,0.42883081,0.25903736,0.591096811,0.297328312,0,4.673054421
FG-dDMR_only,11,1878756,1878890,0,0,0,0,0,0,0
FG-dDMR_only,11,1932471,1932979,1.737000721,0.42883081,0,0.738871014,0,0.857650292,0
FG-dDMR_only,11,1947207,1947542,0,0,0,0.147774203,0,0,1.869221768
FG-dDMR_only,11,2378674,2378944,0,0,0.25903736,0,0,0,0
FG-dDMR_only,11,5554823,5555192,3.821401586,0.42883081,0.51807472,1.329967825,1.486641559,0.857650292,4.673054421
FG-dDMR_only,11,7332864,7333120,0,0,0.777112081,0.443322608,0.74332078,0.171530058,0
FG-dDMR_only,11,7589704,7589963,0.347400144,0.42883081,0.777112081,0.147774203,0,0,0
FG-dDMR_only,11,7735710,7735929,6.948002883,14.58024754,39.89175347,48.61771272,28.98951041,43.56863484,0
FG-dDMR_only,11,8045722,8046006,0,0,0.25903736,0,0,0,0
FG-dDMR_only,11,9151817,9151968,0,0,0,0,0,0,0
FG-dDMR_only,11,11662805,11663369,0,0,0,0,0,0,0
FG-dDMR_only,11,11787144,11787246,0,0,0,0,0,0,0
FG-dDMR_only,11,13632523,13632647,0,0,0.25903736,0.591096811,0.74332078,1.715300584,0
FG-dDMR_only,11,14005573,14005699,0,0,0,0,0,0,2.803832652
FG-dDMR_only,11,14006097,14006227,0,0,0,0,0,0,0
FG-dDMR_only,11,14311550,14311878,0,0,0,0,0,0,0
FG-dDMR_only,11,16006891,16007049,0,0,0,0,0,0,0
FG-dDMR_only,11,16339319,16339504,0,0,0,0.147774203,0.148664156,0,0
FG-dDMR_only,11,16884446,16884740,0,0,0,0,0,0,0
FG-dDMR_only,11,16979979,16980123,0,0,0,0,0,0,0
FG-dDMR_only,11,18415595,18415828,0,0,0,0,0,0,0
FG-dDMR_only,11,19478888,19479310,7.642803172,5.145969719,6.994008725,7.684258545,6.689887017,5.832021986,0
FG-dDMR_only,11,19817540,19817761,0,0,0,0,0,0,0
FG-dDMR_only,11,21197891,21198236,0,0,0.25903736,0.147774203,0,0,2.803832652
FG-dDMR_only,11,21255748,21256111,0,0,0,0.443322608,0,0.343060117,0
FG-dDMR_only,11,21412887,21413094,8.685003604,26.15867941,66.83163893,55.11977764,146.1368653,127.6183635,0
FG-dDMR_only,11,22039594,22039763,0,0,0,0,0,0,0
FG-dDMR_only,11,23435203,23435727,0,0,1.036149441,1.329967825,1.189313247,0.686120234,0
FG-dDMR_only,11,24395076,24395260,0,0,0.25903736,0.591096811,0.594656624,0.514590175,0
FG-dDMR_only,11,24851410,24851658,0,0,0,0.295548406,0,0,0
FG-dDMR_only,11,24991463,24991590,0,0,0,0.147774203,0,0,0
FG-dDMR_only,11,25110397,25110624,0,0,0,0.147774203,0.148664156,0,0
FG-dDMR_only,11,25586085,25586542,0,0,0.25903736,0,0,0,0
FG-dDMR_only,11,25784650,25784892,0,0,1.036149441,1.625516231,1.040649091,0.514590175,0
FG-dDMR_only,11,25810585,25810761,0,0,0,0,0,0,0
FG-dDMR_only,11,25853609,25853790,0,0,0,0,0,0,0
FG-dDMR_only,11,26205599,26205997,0,0,0,0,0,0,0
FG-dDMR_only,11,27682636,27683583,0,0.42883081,0.51807472,0,0,0,0
FG-dDMR_only,11,28181130,28181426,0,0,0,0,0,0,0
FG-dDMR_only,12,217169,217301,0.694800288,2.14415405,2.849410962,3.989903475,7.135879485,4.631311577,8.411497957
FG-dDMR_only,12,552917,553122,0.347400144,0.42883081,2.590373602,2.364387245,1.040649091,1.02918035,0
FG-dDMR_only,12,793701,793972,0,0,0.25903736,0,0,0,0
FG-dDMR_only,12,961101,961336,0,0,0,0,0,0,0
FG-dDMR_only,12,1049650,1049822,0.347400144,0,0,0.147774203,0,0.171530058,1.869221768
FG-dDMR_only,12,1548546,1548692,0,0,0,0,0,0,0
FG-dDMR_only,12,1801897,1802216,0.347400144,0.42883081,0.25903736,0.443322608,0.445992468,0,0
FG-dDMR_only,12,1816648,1816809,0,0.42883081,0.25903736,0,0.445992468,0.343060117,0
FG-dDMR_only,12,2466367,2466538,0,0.42883081,0.25903736,0.443322608,0,0,0
FG-dDMR_only,12,5021893,5024116,0,0,1.295186801,2.807709853,5.500573769,5.145901752,2.803832652
FG-dDMR_only,12,5024499,5027592,26.05501081,50.17320476,105.9462803,130.9279437,135.2843819,199.3179279,0.934610884
FG-dDMR_only,12,7849279,7849532,0,0,0,0.147774203,0.148664156,0,0
FG-dDMR_only,12,10927999,10928435,2.779201153,3.43064648,5.957859284,8.423129559,4.311260522,8.061912745,0
FG-dDMR_only,12,11362214,11362441,0,0,0.777112081,0.591096811,0.445992468,0.171530058,0
FG-dDMR_only,12,12440436,12440631,0.347400144,0.42883081,0,0.147774203,1.040649091,0.343060117,0
FG-dDMR_only,12,12966689,12966790,0,0,0.51807472,0,0,0,0
FG-dDMR_only,12,15202348,15202507,1.042200433,0,0,0.443322608,0,0,0
FG-dDMR_only,12,17986590,17987047,14.59080606,22.29920212,30.30737114,31.03258259,39.39600132,37.39355273,0
FG-dDMR_only,12,18936326,18936741,0,0,0,0.443322608,0,0,0.934610884
FG-dDMR_only,12,19120681,19120950,0,0,0.25903736,0.443322608,0,0.857650292,0
FG-dDMR_only,12,19156151,19156313,0,0,0,0,0,0,0
FG-dDMR_only,12,21483417,21483688,0,0,0,0,0,0,0
FG-dDMR_only,12,21831912,21832012,0,0,0,0,0,0,0
FG-dDMR_only,12,22451243,22451490,0.347400144,0,0,0,0,0,0
FG-dDMR_only,12,22462836,22463098,5.905802451,10.29193944,17.09646577,22.16613042,14.27175897,21.61278736,2.803832652
FG-dDMR_only,12,22503692,22503984,0,0,0,0,0,0,0
FG-dDMR_only,12,23090137,23090406,0,0,0,0,0.74332078,0,0
FG-dDMR_only,12,23253875,23254115,0,0,0,0,0,0,0
FG-dDMR_only,12,23419386,23419484,0,0,0,0.147774203,0,0,0
FG-dDMR_only,12,23569461,23569549,0,0,0.25903736,0,0,0,0
FG-dDMR_only,12,24432088,24432276,0.347400144,0,0,0,0,0.171530058,0.934610884
FG-dDMR_only,12,25119409,25119711,1.389600577,0,0,0.591096811,0.148664156,0,1.869221768
FG-dDMR_only,12,25285614,25285813,0,0.42883081,0,0.295548406,0.148664156,0,0
FG-dDMR_only,12,25690214,25690552,0,0,0,0.147774203,0,0.343060117,0
FG-dDMR_only,12,26052914,26053003,0,0,0.25903736,0,0,0,0
FG-siren_only,1,2555115,2555411,44.46721845,99.0599171,109.0547286,103.1463935,105.4028866,110.1222975,2.803832652
FG-siren_only,1,8143116,8144572,35.78221485,54.46151286,129.7777175,109.7962327,226.1181812,230.7079286,3.738443536
FG-siren_only,1,8856290,8857459,191.4174794,512.8816487,559.0026233,725.4235615,763.0931124,634.4896861,24.29988299
FG-siren_only,1,9440254,9440373,365.1175515,365.3638501,223.0311671,127.3813628,397.8252813,213.0403325,0.934610884
FG-siren_only,1,10922928,10924097,991.1326113,1856.408576,2250.257548,2027.01874,1998.492248,2048.755018,10.28071973
FG-siren_only,1,10924273,10925038,669.4400778,1135.972816,1175.252503,1141.407942,1420.337346,1316.664728,7.476887073
FG-siren_only,1,10926448,10926494,77.81763229,114.4978263,138.066913,147.183106,96.03704473,109.6077073,0
FG-siren_only,1,10927780,10928239,47.59381975,131.6510587,185.2117125,153.8329451,201.8859237,258.1527379,0.934610884
FG-siren_only,1,11194467,11195470,235.8846979,349.4971101,311.6219443,207.3272065,322.3038901,295.0317005,11.21533061
FG-siren_only,1,11195595,11197144,672.9140793,1151.410725,1363.313627,1224.457044,1089.26227,1224.896147,9.346108841
FG-siren_only,1,11469691,11470040,309.5335285,669.8337251,506.1590018,421.895349,711.6553144,550.9545476,4.673054421
FG-siren_only,1,11476218,11476541,318.5659322,485.8653077,373.272836,231.70995,421.0168896,328.6515919,10.28071973
FG-siren_only,1,11476777,11476980,89.97663734,163.8133694,220.9588682,106.9885228,236.3760079,211.6680921,0
FG-siren_only,1,14960933,14961729,496.0874059,1299.786185,1712.495988,1582.513938,2247.802038,1756.639328,7.476887073
FG-siren_only,1,20811582,20812788,184.4694766,412.5352392,603.8160866,484.6993852,618.8888811,604.1288657,26.16910475
FG-siren_only,1,20812988,20814418,251.5177044,610.6550734,677.9007716,480.1183849,527.0144328,600.1836744,7.476887073
FG-siren_only,1,21008975,21009872,38.21401586,84.47966956,131.0729043,193.7319799,148.9614842,166.3841567,0
FG-siren_only,1,21009974,21014417,234.4950973,588.3558713,833.0641503,855.7604084,972.4122439,925.7477253,4.673054421
FG-siren_only,1,25251600,25253560,221.2938918,553.6205756,662.35853,778.9178229,684.4497739,726.9443876,12.14994149
FG-siren_only,1,25254185,25254575,43.77241817,80.62019227,101.0245705,85.11794081,98.71299954,107.0347564,13.08455238
FG-siren_only,1,26580983,26582392,482.8862004,1047.633669,1466.151459,1667.040782,1732.829401,1686.826594,4.673054421
FG-siren_only,1,28208119,28209343,184.8168767,262.8732865,294.0074038,226.2423045,203.8185578,192.4567255,1.869221768
FG-siren_only,1,28209630,28210983,58.36322422,156.5232456,181.3261521,157.5273002,161.3006092,201.2047585,0
FG-siren_only,1,28211422,28212110,142.7814593,224.2785136,270.9530787,235.8476277,310.5594217,296.9185311,3.738443536
FG-siren_only,1,30811372,30812183,197.670682,508.5933406,525.3277664,398.9903475,479.8878953,522.9951481,3.738443536
FG-siren_only,1,36452593,36453218,67.04822783,100.7752403,115.7897,134.0312019,148.0694993,137.3955768,6.542276189
FG-siren_only,1,38451746,38452887,62.87942609,145.3736446,275.3567139,438.8893823,352.4827137,430.1973865,22.43066122
FG-siren_only,1,41135939,41135972,149.0346618,111.0671798,136.5126888,96.79210283,179.8836287,492.6343278,73.83425984
FG-siren_only,2,3701317,3701517,25.70761067,90.05447009,222.5130924,234.5176598,215.5630261,267.0723009,2.803832652
FG-siren_only,2,6759921,6761510,839.6661485,1716.609732,2230.052634,2353.451954,2372.531264,2512.572296,8.411497957
FG-siren_only,2,7610239,7610762,166.7520692,455.847151,497.8698063,262.29921,683.557789,517.3346562,4.673054421
FG-siren_only,2,8346083,8346522,211.5666878,488.4382925,582.0569483,407.7090255,687.1257287,542.8926349,1.869221768
FG-siren_only,2,13582142,13582726,105.957044,236.7146071,450.4659694,532.4304527,654.2709502,734.3201801,0
FG-siren_only,2,14698489,14698632,191.7648796,209.6982661,134.6994273,82.16245675,202.7779087,110.1222975,12.14994149
FG-siren_only,2,16555826,16557101,30.91861283,74.61656093,110.8679902,115.854975,135.7303744,114.0674888,0.934610884
FG-siren_only,2,16557181,16558295,36.47701514,49.74437395,110.6089528,125.4602982,153.4214089,131.2204947,5.607665305
FG-siren_only,2,29633237,29636111,844.5297505,1984.628988,2777.139539,3226.058621,3395.191993,3188.400726,11.21533061
FG-siren_only,2,29778536,29779835,216.4302898,564.3413459,657.4368201,566.4185193,856.0082098,688.6931845,6.542276189
FG-siren_only,2,29780405,29782752,506.1620101,1053.208469,1589.971317,1829.444631,1972.178693,1876.538839,16.82299591
FG-siren_only,2,33668331,33668734,44.11981831,81.9066847,87.29559038,99.45203848,99.90231278,132.249675,4.673054421
FG-siren_only,3,7205991,7206396,61.48982552,116.6419803,133.4042405,105.0674582,183.0055759,148.3735005,2.803832652
FG-siren_only,3,7208163,7208468,48.98342033,122.6456116,175.1092555,138.0211054,224.6315396,180.9642116,3.738443536
FG-siren_only,3,10131684,10133676,30.22381254,67.75526797,144.542847,145.2620413,308.0321311,333.6259636,5.607665305
FG-siren_only,3,12711050,12711825,301.8907253,726.0105612,844.4617942,932.8985422,606.5497562,647.5259705,4.673054421
FG-siren_only,3,12711908,12712969,210.1770872,486.2941385,519.1108698,481.1528043,504.1201527,422.6500639,14.95377415
FG-siren_only,3,13925599,13926734,46.20421917,97.77342467,147.6512953,148.9563964,160.5572884,145.9720797,9.346108841
FG-siren_only,3,15610100,15611396,132.3594549,250.8660238,269.6578919,172.009172,210.0624523,210.9819718,8.411497957
FG-siren_only,3,17446065,17447102,64.26902667,175.8206321,319.9111398,345.2005377,257.4863181,255.579787,2.803832652
FG-siren_only,3,19352996,19356617,125.411452,260.3003016,343.4835396,385.9862177,430.0854031,431.2265668,1.869221768
FG-siren_only,3,22294608,22295687,71.91182984,143.2294905,286.236283,318.453407,257.4863181,327.4508815,6.542276189
FG-siren_only,3,22295782,22296159,36.82441528,79.33369984,158.0127897,164.1771393,120.2693021,159.1798942,0.934610884
FG-siren_only,3,22404233,22405507,299.4589243,368.3656657,304.6279356,280.6232111,207.5351617,226.248147,0
FG-siren_only,3,27941139,27942796,69.13262869,144.0871521,221.476943,257.7182097,184.6408817,253.1783662,9.346108841
FG-siren_only,3,28510180,28510777,31.26601298,102.9193944,223.5492418,310.4736001,238.1599778,281.4808259,3.738443536
FG-siren_only,4,2276178,2276551,42.73021773,115.7843187,176.1454049,190.185399,285.4351794,251.4630656,0.934610884
FG-siren_only,4,11651972,11654930,173.3526719,385.5188981,630.755972,676.953623,731.4276472,741.1813824,3.738443536
FG-siren_only,4,27689684,27689829,113.5998471,63.89579068,96.10286063,87.03900544,183.4515684,119.0418605,267.2987129
FG-siren_only,4,29141582,29141664,94.84023936,155.665584,145.8380338,113.0472651,205.1565352,143.3991288,12.14994149
FG-siren_only,4,30611395,30612481,40.64581687,60.89397501,107.7595418,118.810459,99.75364863,136.3663964,3.738443536
FG-siren_only,5,662750,664095,310.2283287,686.1292959,787.2145376,787.7842751,742.1314664,786.2937878,10.28071973
FG-siren_only,5,664361,665573,97.61944051,217.4172206,253.856613,209.2482712,202.9265728,225.3904968,0.934610884
FG-siren_only,5,1136685,1139118,986.9638096,2083.688906,3073.478279,3544.068706,3189.143473,3465.07871,16.82299591
FG-siren_only,5,2775739,2775910,1404.538783,921.5574106,722.4551975,606.3175541,555.2606224,375.4792979,1601.923055
FG-siren_only,5,11245128,11247429,1048.106235,1409.138041,1353.988282,1156.037588,1019.984774,1035.012372,32.71138094
FG-siren_only,5,13079679,13081153,47.24641961,124.7897657,214.2238969,266.1413392,392.3247075,415.2742714,3.738443536
FG-siren_only,5,19128841,19130154,151.4664629,202.8369731,178.4767412,174.6691077,232.5107399,170.6724081,67.29198366
FG-siren_only,5,19883683,19883838,54.19442249,133.7952127,135.9946141,112.7517167,301.7882365,248.0324645,1.869221768
FG-siren_only,5,19884480,19885037,44.8146186,135.5105359,272.2482656,348.0082476,320.371256,432.9418674,5.607665305
FG-siren_only,5,27489056,27489338,69.48002883,162.526877,194.5370575,210.1349164,236.0786796,224.8759066,2.803832652
FG-siren_only,5,27489623,27490471,50.3730209,117.0708111,182.1032642,188.8554312,177.5050022,212.1826823,3.738443536
FG-siren_only,6,1051402,1053277,149.0346618,327.197908,395.8090864,414.8021872,381.7695524,349.7497891,0.934610884
FG-siren_only,6,6075316,6076487,59.05802451,113.6401646,111.6451022,98.56539326,97.8210146,113.7244287,0.934610884
FG-siren_only,6,6076944,6077142,38.561416,90.05447009,104.6510935,116.2982976,99.90231278,107.5493466,0
FG-siren_only,6,6339072,6340741,35.78221485,122.2167808,150.5007063,168.9059138,138.7036575,162.0959052,1.869221768
FG-siren_only,6,11301674,11302182,310.2283287,522.7447573,589.8280691,690.6966238,437.667275,549.4107771,0.934610884
FG-siren_only,6,12035081,12038531,64.96382696,181.8242634,240.6457076,187.6732375,203.8185578,202.0624088,4.673054421
FG-siren_only,6,13426052,13427806,1722.757315,2547.683842,2971.935633,2796.626788,2303.997089,2487.185847,12.14994149
FG-siren_only,6,13432788,13433792,66.70082768,109.7806873,139.3620998,92.50665095,124.2832344,137.2240467,1.869221768
FG-siren_only,6,13434152,13437348,320.3029329,637.6714144,658.9910443,377.1197655,635.8365949,595.8954229,4.673054421
FG-siren_only,6,17322464,17323417,33.35041384,100.3464095,236.7601472,212.794852,309.5187726,334.3120838,3.738443536
FG-siren_only,6,17674031,17675910,43.77241817,126.9339197,221.9950177,311.0646969,244.998529,269.4737218,1.869221768
FG-siren_only,6,21224445,21225486,85.11303532,188.6855564,352.5498472,453.0757058,369.1330992,367.9319753,1.869221768
FG-siren_only,6,21225689,21227423,291.468721,645.8191998,863.1124841,944.42493,981.3320933,905.6787084,1.869221768
FG-siren_only,6,21664379,21665467,254.9917058,174.9629705,207.7479629,177.4768176,199.8046256,131.3920247,358.8905795
FG-siren_only,6,27800539,27801418,80.94423359,208.4117736,179.5128906,88.81229588,142.7175897,138.2532271,0
FG-siren_only,6,28515546,28517894,704.5274924,1455.8806,2110.118336,2470.489122,2339.527822,2384.439342,12.14994149
FG-siren_only,6,29380326,29380583,114.6420476,108.9230257,139.1030624,153.0940741,161.8952658,141.8553583,10.28071973
FG-siren_only,7,998066,998596,65.65862725,136.3681976,218.3684946,265.254694,206.6431767,231.5655789,0
FG-siren_only,7,999800,1001396,252.5599048,509.879833,642.1536159,529.1794202,454.3176605,489.7183168,8.411497957
FG-siren_only,7,3900734,3901027,104.5674434,215.7018974,320.9472893,192.6975604,463.5348382,390.7454731,17.7576068
FG-siren_only,7,3901162,3901878,99.35644123,225.1361752,338.3027924,306.6314708,324.0878599,368.7896256,5.607665305
FG-siren_only,7,3901975,3902422,62.87942609,136.7970284,141.693436,160.0394616,132.4597629,171.0154682,2.803832652
FG-siren_only,7,5720283,5722705,54.88922278,146.2313062,195.0551322,227.1289497,366.0111519,301.8929028,8.411497957
FG-siren_only,7,8298339,8298633,297.0271233,457.991305,363.9474911,337.6640534,374.7823371,344.9469475,0
FG-siren_only,7,8298719,8299246,175.4370728,328.0555696,340.1160539,331.0142143,357.2399667,390.2308829,9.346108841
FG-siren_only,7,8299465,8300327,97.27204037,178.8224477,222.254055,189.1509796,182.113591,220.7591852,0.934610884
FG-siren_only,7,15317592,15318975,33.69781398,84.90850037,189.874385,231.4144016,223.4422264,239.9705517,8.411497957
FG-siren_only,7,15677021,15677884,327.598336,688.7022808,952.9984481,1206.428592,1201.652372,1142.390189,10.28071973
FG-siren_only,7,19999747,20001606,269.2351117,575.9197778,582.8340604,514.1064515,972.8582364,658.3323642,13.08455238
FG-siren_only,7,20006323,20006843,36.47701514,116.2131495,181.0671148,154.8673645,99.158992,151.8041017,0.934610884
FG-siren_only,7,22461244,22461968,33.35041384,89.62563928,163.1935369,212.3515294,164.2738923,214.0695129,0
FG-siren_only,7,27168968,27169484,63.57422638,208.4117736,318.3569157,349.1904412,244.7012007,362.2714834,5.607665305
FG-siren_only,8,3956367,3957065,1159.274281,615.3722123,253.0795009,210.2826906,298.3689609,122.8155218,700.0235522
FG-siren_only,8,4051075,4052619,82.68123431,153.9502608,175.3682928,190.7764958,169.1798094,162.9535555,22.43066122
FG-siren_only,8,5776504,5777429,176.1318731,397.9549916,378.1945459,315.6456972,307.1401461,314.5861271,1.869221768
FG-siren_only,8,5777524,5777952,165.0150685,434.8344413,550.4543904,516.9141614,385.4861563,504.6414319,0.934610884
FG-siren_only,8,7667657,7668635,198.0180822,476.8598607,728.9311316,895.3638947,721.1698204,850.2744996,2.803832652
FG-siren_only,8,7668976,7671382,77.81763229,177.9647861,345.5558385,323.3299557,335.2376716,409.7853095,1.869221768
FG-siren_only,8,7769993,7770862,157.0248652,301.8968902,409.2790291,403.1280252,371.9577181,426.4237252,1.869221768
FG-siren_only,8,8373832,8376092,38.21401586,98.20225548,127.7054186,144.6709445,200.8452747,144.9428994,1.869221768
FG-siren_only,8,8446535,8449768,130.2750541,280.8841805,457.9780528,544.4001631,490.2943862,512.3602845,1.869221768
FG-siren_only,8,9446568,9447269,347.052744,892.3969155,1224.987676,1347.257407,896.4448602,1042.045105,2.803832652
FG-siren_only,8,9448174,9449184,47.9412199,176.2494629,227.4348022,159.3005906,204.8592069,212.3542123,0
FG-siren_only,8,15385470,15386230,25.70761067,60.4651442,132.8861658,165.6548813,184.1948892,189.8837747,1.869221768
FG-siren_only,8,15452052,15454665,443.282584,644.9615382,851.4558029,638.8278787,666.3127469,803.4467936,5.607665305
FG-siren_only,8,15462559,15463189,96.92464022,180.1089402,168.6333215,113.6383619,156.0973637,134.6510959,2.803832652
FG-siren_only,8,15463326,15463489,94.14543907,146.660137,214.4829342,126.1991692,242.6199025,254.3790766,0
FG-siren_only,8,15463950,15465412,325.5139351,504.7338633,503.3095908,228.1633691,421.1655537,394.3476043,23.3652721
FG-siren_only,8,19733580,19734538,96.22983994,149.6619527,116.0487374,151.6163321,145.9882011,137.910167,8.411497957
FG-siren_only,8,19734617,19735488,83.72343475,143.2294905,135.7355767,147.4786544,149.704805,114.582079,10.28071973
FG-siren_only,8,20981168,20986252,2694.435518,4805.906887,5219.602808,4723.306844,5655.035827,4996.499072,33.64599183
FG-siren_only,8,26829089,26830470,110.4732458,254.2966703,235.205923,153.2418483,188.6548139,176.8474902,5.607665305
FG-siren_only,9,1293290,1296834,593.0120461,1273.198675,1598.778587,1843.039857,1771.482082,1634.852987,4.673054421
FG-siren_only,9,1297016,1297850,105.2622437,258.5849784,403.8392445,503.6144831,406.0018098,448.0365126,0.934610884
FG-siren_only,9,3227799,3229550,247.6963028,560.9106994,927.8718242,1062.792066,988.9139652,1113.573139,7.476887073
FG-siren_only,9,3229898,3231099,401.9419668,952.8620597,1207.114098,1245.145433,1737.289326,1570.357685,5.607665305
FG-siren_only,9,3515364,3516506,91.01883777,222.5631904,520.4060566,511.0031933,466.0621288,487.8314861,2.803832652
FG-siren_only,9,3516816,3517763,51.76262148,157.8097381,301.7785246,275.3033398,207.2378334,254.3790766,0.934610884
FG-siren_only,9,3730716,3731926,38.21401586,94.34277819,127.1873438,134.9178471,213.6303921,192.1136654,6.542276189
FG-siren_only,9,9557294,9558428,184.8168767,397.09733,517.2976083,554.7443573,475.1306423,494.5211584,1.869221768
FG-siren_only,9,12178128,12181584,112.2102466,312.6176605,546.3097926,756.6039183,740.3474965,827.6325318,1.869221768
FG-siren_only,9,12419031,12419675,27.09721125,75.04539174,135.7355767,143.0454283,109.4168188,130.1913143,0.934610884
FG-siren_only,9,12420620,12426858,285.5629185,930.5628576,1899.520962,1943.526315,2509.00496,2738.820443,15.88838503
FG-siren_only,9,15229747,15230319,559.6616323,919.8420873,623.2438886,457.9522545,437.3699467,411.15755,3.738443536
FG-siren_only,9,15230411,15231901,583.6322422,970.4441229,765.9734741,535.2381625,478.1039255,468.4485895,4.673054421
FG-siren_only,9,17429414,17430049,170.5734708,324.1960923,442.9538859,532.2826785,540.8401993,526.4257493,50.46898774
FG-siren_only,10,402637,402987,108.7362451,216.559559,359.2848186,372.6865394,292.719723,352.49427,1.869221768
FG-siren_only,10,705179,705397,222.6834924,593.9306718,682.0453694,307.8136644,1136.686136,707.733021,2.803832652
FG-siren_only,10,706001,706142,54.54182263,136.7970284,169.1513962,100.3386837,219.8742866,199.1463978,0
FG-siren_only,10,5925942,5926484,34.04521413,88.33914685,112.6812517,94.42771558,119.0799889,125.5600028,0
FG-siren_only,10,5927423,5928302,98.66164094,224.7073444,275.0976765,251.0683705,263.5815485,258.1527379,1.869221768
FG-siren_only,10,9629598,9630043,770.1861196,810.4902308,460.0503517,348.5993444,304.9101838,239.1129014,1.869221768
FG-siren_only,10,11210122,11211317,71.91182984,145.3736446,202.0491409,300.4249543,264.9195259,262.7840495,8.411497957
FG-siren_only,10,16005556,16006259,377.2765566,757.3152104,992.6311642,1200.074301,841.5877867,1022.147618,6.542276189
FG-siren_only,11,3230049,3230169,154.5930642,247.4353773,277.1699754,284.6131146,191.1821045,242.5435026,2.803832652
FG-siren_only,11,6296561,6298355,76.08063157,195.5468493,234.1697736,200.2340448,236.6733362,221.4453054,5.607665305
FG-siren_only,11,7729319,7730196,108.7362451,188.6855564,194.2780201,143.1932025,164.2738923,174.1030093,0.934610884
FG-siren_only,11,7736108,7738642,3302.03837,6601.421488,7426.601116,6063.766637,7754.768366,6702.537032,24.29988299
FG-siren_only,11,7738734,7740049,674.3036798,1214.877685,1554.483198,1645.022425,1291.891515,1533.993312,4.673054421
FG-siren_only,11,8911346,8913282,71.21702956,150.0907835,222.7721298,228.7544659,291.8277381,327.7939416,0.934610884
FG-siren_only,11,11148470,11148552,151.1190627,147.0889678,135.7355767,118.810459,152.0834315,104.9763957,32.71138094
FG-siren_only,11,15466013,15467596,94.49283921,127.3627506,171.7417698,171.5658494,198.6153123,184.5663429,1.869221768
FG-siren_only,11,17162540,17163796,85.80783561,184.3972483,207.4889255,151.1730095,147.9208351,139.6254675,0
FG-siren_only,11,17164954,17166701,780.9555241,1562.659471,1817.406119,1701.176623,1542.985274,1417.867463,1.869221768
FG-siren_only,11,17166831,17167277,336.2833396,782.6162282,990.5588653,1105.646585,738.860855,808.9357555,1.869221768
FG-siren_only,11,17167359,17167576,52.45742177,125.2185965,185.7297873,203.9283999,150.1507975,156.9500034,0
FG-siren_only,11,17167723,17168412,308.8387282,719.1492683,878.136651,1060.427679,857.1975231,887.4965222,2.803832652
FG-siren_only,11,17168616,17170260,502.3406085,1386.838839,1398.024633,1227.11698,1355.965766,1082.869259,12.14994149
FG-siren_only,11,22338224,22342581,562.7882336,1116.675429,1526.766201,1843.039857,1534.95741,1532.792602,2.803832652
FG-siren_only,11,24390112,24390786,226.1574939,444.6975499,513.6710852,338.4029244,544.1108107,583.3737287,5.607665305
FG-siren_only,12,4737414,4737840,90.32403748,193.4026953,225.3625034,193.140883,219.8742866,231.3940488,2.803832652
FG-siren_only,12,4898921,4899775,257.4235068,505.1626941,570.4002671,564.0541321,660.5148448,645.2960797,1.869221768
FG-siren_only,12,4902074,4902516,50.02562076,93.48511657,111.3860649,85.70903762,109.1194905,106.8632264,0.934610884
FG-siren_only,12,9062973,9063466,35.08741456,91.76979333,119.1571857,90.73336051,127.1078533,109.2646472,0.934610884
FG-siren_only,12,9064170,9064334,61.83722566,151.3772759,206.7118134,213.9770456,235.7813513,221.9598956,2.803832652
FG-siren_only,12,9064926,9066118,325.1665349,742.7349628,1113.860649,1255.489627,1222.762683,1130.897675,2.803832652
