File,Sample,Family,Context
FL-2_S14_SINE_CHG.txt,FL-2_S14,SINE,CHG
FL-2_S14_SINE_CHH.txt,FL-2_S14,SINE,CHH
FL-2_S14_Nonun_CpG.txt,FL-2_S14,Nonun,CpG
FL-2_S14_Nonun_CHG.txt,FL-2_S14,Nonun,CHG
FL-2_S14_Nonun_CHH.txt,FL-2_S14,Nonun,CHH
FL-2_S14_HEL_CpG.txt,FL-2_S14,HEL,CpG
FL-2_S14_HEL_CHG.txt,FL-2_S14,HEL,CHG
FL-2_S14_HEL_CHH.txt,FL-2_S14,HEL,CHH
FL-2_S14_Rep_CpG.txt,FL-2_S14,Rep,CpG
FL-2_S14_Rep_CHG.txt,FL-2_S14,Rep,CHG
FL-2_S14_Rep_CHH.txt,FL-2_S14,Rep,CHH
FL-2_S14_Sat_CpG.txt,FL-2_S14,Sat,CpG
FL-2_S14_Sat_CHG.txt,FL-2_S14,Sat,CHG
FL-2_S14_Sat_CHH.txt,FL-2_S14,Sat,CHH
